,text,pos,target
9221,@meaaaganbs me too! We have been living there without hot water for 2 weeks and finally had the gas connected today. But no dice _Ù÷Ð,IN  PRP  RB  .  PRP  VBP  VBN  VBG  RB  IN  JJ  NN  IN  CD  NNS  CC  RB  VBD  DT  NN  VBN  NN  .  CC  DT  NN  NNP  NN,1
9222,what are their outfit I'm sorry but mani and cams look like they have spaghetti hangin https://t.co/STP1HOjaUL,WP  VBP  PRP$  NN  PRP  VBP  JJ  CC  FW  CC  NNS  VBP  IN  PRP  VBP  NNS  NNP  NNP,1
9223,"@etrjohno @Guyatt671 beautiful view, TY and GN https://t.co/aYxcghrPkn","NNP  $  JJ  NN  ,  NNP  CC  NNP  NNP",1
9224,"""If you love someone very much and they want to destroy you, that is enough to destroy you."" - Molly /People In Trouble/ by Sarah Schulman","``  IN  PRP  VBP  NN  RB  RB  CC  PRP  VBP  TO  VB  PRP  ,  DT  VBZ  JJ  TO  VB  PRP  .  ''  :  NNP  NN  IN  NN  IN  NNP  NNP",0
9225,"Parties and parades are not necessary. If you know me, you'll know that it's the little things that count","NNS  CC  NNS  VBP  RB  JJ  .  IN  PRP  VBP  PRP  ,  PRP  MD  VB  IN  PRP  VBZ  DT  JJ  NNS  WDT  VBP",1
9226,"Hey you, come over and let me embrace youuu ÷ã","UH  PRP  ,  VB  RP  CC  VB  PRP  VB  NN  NNP",1
9227,I've entered the å£169 Black Diamond Knife Block &amp; Knife Collection Giveaway at @foodiequine blog. Enter and #win at https://t.co/rmwrLCZsQl,PRP  VB  VBN  DT  NNP  NNP  NNP  NNP  NNP  CC  NN  :  NNP  NNP  NNP  IN  JJ  NN  .  VB  CC  NN  NN  IN  NNP,1
9228,I have looked every possible place where I could have saved a copy of my rÌ©sumÌ© and it is nowhere to be found I don't think I deserve one,PRP  VBP  VBN  DT  JJ  NN  WRB  PRP  MD  VB  VBN  DT  NN  IN  PRP$  NNP  NNP  NN  NNP  CC  PRP  VBZ  RB  TO  VB  VBN  PRP  VBP  RB  VB  PRP  VBP  CD,0
9229,Android How-To: Take a Screenshot on the Nexus 5x and Nexus 6p: Taking screenshots onÛ_ https://t.co/0n8uh1Ty72,NNP  WRB  HYPH  TO  :  VB  DT  NNP  IN  DT  NNP  NNP  CC  NNP  NNS  :  VBG  NNS  NN  NNP  NNP,0
9230,Just seen the Guinness advert and got to say I am so happy to see it. #changeishappening #LGBT #guinness #longwaytogo #betteruk,RB  VBN  DT  NNP  NN  CC  VBD  TO  VB  PRP  VBP  RB  JJ  TO  VB  PRP  .  NN  VBG  $  JJ  NN  NN  NN  NN  NN  NNP,0
9231,"I got 99 problems, and they're all homework!","PRP  VBD  CD  NNS  ,  CC  PRP  VBP  DT  NN  .",0
9232,@HeyErinRobinson Welp! You've  built up the hype for this! So in 2 weeks I better be very excited! Thinking this is crazy! And saying WTF!,NNP  UH  .  PRP  VB  _SP  VBN  RP  DT  NN  IN  DT  .  RB  IN  CD  NNS  PRP  RB  VBP  RB  JJ  .  VBG  DT  VBZ  JJ  .  CC  VBG  NNP  .,0
9233,These days anyone can buy followers and a verification,DT  NNS  NN  MD  VB  NNS  CC  DT  NN,1
9234,AWKWARD'S BACK AND THIS IS STILL MY FAV https://t.co/MwzcX1VWRY,NNP  POS  NNP  CC  DT  VBZ  RB  PRP$  NN  NNPS,1
9235,So have MPs (2/3rds male) voted to try and stop 52% of the population being taxed for their gender yet?,CC  VB  NNS  -LRB-  CD  NN  -RRB-  VBD  TO  VB  CC  VB  CD  NN  IN  DT  NN  VBG  VBN  IN  PRP$  NN  RB  .,1
9236,I've been dressing how I feel and how my hair looks ... Trash,PRP  VB  VBN  VBG  WRB  PRP  VBP  CC  WRB  PRP$  NN  VBZ  :  NN,1
9237,@EmilyDreyfuss how did you know it was BLT day at the office today? (havent read the report and am about to get my sammich),UH  WRB  VBD  PRP  VB  PRP  VBD  NNP  NN  IN  DT  NN  NN  .  -LRB-  VBP  RB  VB  DT  NN  CC  VBP  JJ  TO  VB  PRP$  NN  -RRB-,1
9238,@alexmoore81 no the military is dif we give up some rights so we can protect others...cowards like you just roll over and spread legs,NNP  DT  DT  NN  VBZ  VB  PRP  VBP  RP  DT  NNS  IN  PRP  MD  VB  NNS  :  NNS  IN  PRP  RB  VBP  RP  CC  VB  NNS,0
9239,Enter to win a prize pack including a cute tee &amp; @SaffronRoadFood products! via @ziajojo #giveaways #canwin https://t.co/b7ohJZMvVK,VB  TO  VB  DT  NN  NN  VBG  DT  JJ  NN  CC  NNP  :  NNP  NNS  .  IN  NNP  NN  VBZ  $  NNP  CD,1
9240,My phone was ringing at 1:30 am this nigga woke me up it my sleep to ask who was calling me and he got my phone in his hands _Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â,PRP$  NN  VBD  VBG  IN  CD  NN  DT  NN  VBD  PRP  RP  PRP  PRP$  NN  TO  VB  WP  VBD  VBG  PRP  CC  PRP  VBD  PRP$  NN  IN  PRP$  NNS  NNP  NN,1
9241,Bro I dropped my phone in the washer machine and it still works _ÙÕ»_Ù_ #iphoneYOUTHEBEST,NNP  PRP  VBD  PRP$  NN  IN  DT  NN  NN  CC  PRP  RB  VBZ  NNP  NNP  NNP  NN  .,1
9242,@Cocomojoe16 I'll slaughter you and your entire family,LS  PRP  MD  VB  PRP  CC  PRP$  JJ  NN,1
9243,"Hit 2 mailboxes, a fence, a tree and flipped the car, somehow me andÛ_ https://t.co/AJKiRdc0Xs","VB  CD  NNS  ,  DT  NN  ,  DT  NN  CC  VBD  DT  NN  ,  RB  PRP  NNP  NNP  VB",0
9244,"@jolinegkg @Mitla96 Yes, exactly. Trevor Noah imitates how creepy it is and then no one tunes into the INSANE things he's saying.","ADD  .  UH  ,  RB  .  NNP  NNP  VBZ  WRB  JJ  PRP  VBZ  CC  RB  DT  CD  NNS  IN  DT  JJ  NNS  PRP  VBZ  VBG  .",1
9245,@MatthewBerryTMR @FieldYates down by 35 i have Cantanzaro and either john brown or steve smith. which would give me the better chance to win,UH  NNS  RB  IN  CD  PRP  VBP  NNP  CC  CC  NNP  NNP  CC  NNP  NNP  .  WDT  MD  VB  PRP  DT  JJR  NN  TO  VB,0
9246,I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/9ZxtGloXdb and Vote for your favorite! #AMAs #OneDirection,PRP  RB  VBD  IN  NN  IN  $  NNP  VB  RB  ADD  CC  VB  IN  PRP$  JJ  .  NN  NNS  NN  NNP,1
9247,I need a job on my days off during the week since everyone works and I sit at home bored. #retailjob  #bored #iwouldratherwork,PRP  VBP  DT  NN  IN  PRP$  NNS  RB  IN  DT  NN  IN  NN  VBZ  CC  PRP  VBP  IN  NN  VBN  .  NN  NN  _SP  NN  JJ  NN  NN,1
9248,@KateXXY_2112 you seem to be looking for an argument but my marbles were intended to support and demonstrate this point.,XX  PRP  VBP  TO  VB  VBG  IN  DT  NN  CC  PRP$  NNS  VBD  VBN  TO  VB  CC  VB  DT  NN  .,0
9249,seeing these tweets about #TWD and i haven't watched it yet .. _Ù÷©,VBG  DT  NNS  IN  $  NNP  CC  PRP  VBP  RB  VBN  PRP  RB  .  NNP  NNP  NNP,0
9250,I need this for when my wife and I live in our huge house _Ù÷â https://t.co/LQpuTJQbCE,PRP  VBP  DT  IN  WRB  PRP$  NN  CC  PRP  VBP  IN  PRP$  JJ  NN  NNP  NNP  JJ,1
9251,"And I wanna kiss you, make you feel alright, I'm just so tired to share my nights.","CC  PRP  MD  VBP  PRP  ,  VBP  PRP  VB  JJ  ,  PRP  VBP  RB  RB  JJ  TO  VB  PRP$  NNS  .",1
9252,Good Milf Pussy And Ass https://t.co/ZrumJyGHHT #good #milf,JJ  NNP  NNP  CC  NNP  NN  NN  JJ  NN  NN,1
9253,It's sad that I expect so little and still end up disappointed,PRP  VBZ  JJ  IN  PRP  VBP  RB  JJ  CC  RB  VB  RP  JJ,1
9254,@Kandi_Dior girl a car is a car my first car was a hooptie and you would've thought it was a Benz _Ù÷©_Ù÷_,JJ  NN  DT  NN  VBZ  DT  NN  PRP$  JJ  NN  VBD  DT  NN  CC  PRP  MD  VB  VBN  PRP  VBD  DT  NNP  NNP  NNP  NNP  NNP  NNP,1
9255,"Because you are just as crazy as me!_Ù÷ä and your my best friend,we always have a laugh_ü https://t.co/n7tokzFTKP","IN  PRP  VBP  RB  RB  JJ  IN  NNP  CC  PRP$  PRP$  JJS  NN  ,  PRP  RB  VBP  DT  NNP  :",0
9256,Mirah Riben on 'Fair Adoption Laws' and first mothers @PriscillaStoneS @AdoptAuthor @AstridBeeMom  https://t.co/thcCJ2cLCs,NNP  NNP  IN  ``  NNP  NNP  NNPS  POS  CC  JJ  NNS  NNP  NNP  IN  _SP  ADD,0
9257,"Hi princess of light eyes _ÙÕÐ. 
You and a great makeup artist _ÙÕã_ÙÕÜ .
You are awesome Lottie . 
Please follow me babe ? _Ùª_Ùª @lottietommo x526",UH  NN  IN  JJ  NNS  NNP  NNP  .  _SP  PRP  CC  DT  JJ  NN  NN  NNP  NNP  .  _SP  PRP  VBP  JJ  NNP  .  _SP  UH  VB  PRP  NN  .  NNP  NNP  NN  NNP,1
9258,me and you we just don't get along,PRP  CC  PRP  PRP  RB  VBP  RB  VB  RP,1
9259,Told my brother to pick me up no later than 3 and he picks me up at 3:15 and said he was right on time. No nigga you were not on time.,VBD  PRP$  NN  TO  VB  PRP  RP  RB  RB  IN  CD  CC  PRP  VBZ  PRP  RP  IN  CD  CC  VBD  PRP  VBD  JJ  IN  NN  .  DT  NN  PRP  VBD  RB  IN  NN  .,1
9260,New Pics Of Jessica Alba's Hard Nips And Lovely Booty In A Bikini https://t.co/8sK7YR12mB https://t.co/1Tr9ZleajL,NNP  NNP  IN  NNP  NNP  POS  NNP  NNP  CC  JJ  NNP  IN  NNP  NNP  NN  NNS,1
9261,female straight older brunette short (at least shorter than me) quite and personable  https://t.co/HxR06jmuHO,JJ  RB  JJR  NN  JJ  -LRB-  IN  RBS  JJR  IN  PRP  -RRB-  RB  CC  JJ  _SP  ADD,1
9262,"I know its only 3pm,bare with me, but marissa has me thinking about jongin fluffing his dickaroo and im wonder how I get that particular job","PRP  VBP  PRP$  JJ  NN  ,  JJ  IN  PRP  ,  CC  NNP  VBZ  PRP  VBG  IN  NNP  VBG  PRP$  NN  CC  PRP  VBP  VBP  WRB  PRP  VBP  DT  JJ  NN",0
9263,And you are https://t.co/YfYK8nSGDM,CC  PRP  VBP  NNP,1
9264,"Join our guestlist for free entry and drinks tonight, guys!","VB  PRP$  NN  IN  JJ  NN  CC  VBZ  NN  ,  NNS  .",0
9265,"There's a hole in a bottle
Just hit me bartender
Gonna sink to the bottom
And drink my way out",EX  VBZ  DT  NN  IN  DT  NN  _SP  RB  VB  PRP  NN  _SP  NNP  TO  VB  IN  DT  NN  _SP  CC  VB  PRP$  NN  RB,0
9266,This girl needs to stfu and worry about herself.,DT  NN  VBZ  TO  VB  CC  VB  IN  PRP  .,1
9267,When people tweet /post cryptic stuff and you have NO IDEA what they're going on about :(,"WRB  NNS  VBP  ,  JJ  NN  CC  PRP  VBP  DT  NN  WP  PRP  VBP  VBG  RP  IN  .",1
9268,@worldwide31 Yes wait and see ^^,VB  UH  VB  CC  VB  .,1
9269,4 scientifically proven ways becoming a committed reader can change your life https://t.co/ldf6oN6pCr by @michaelgrothaus via @FastCompany /,CD  RB  VBN  NNS  VBG  DT  JJ  NN  MD  VB  PRP$  NN  NN  IN  NNP  IN  NNP  .,1
9270,It's just me and @_quineyy left at second plate _Ù÷Ò_Ù÷â,PRP  VBZ  RB  PRP  CC  NNP  VBD  IN  JJ  NN  NNP  XX,1
9271,Transformation and economic access lies at the root of our challenges. Education is the key.,NN  CC  JJ  NN  VBZ  IN  DT  NN  IN  PRP$  NNS  .  NN  VBZ  DT  NN  .,1
9272,it's not even the end of the first quarter and chem has made me cry,PRP  VBZ  RB  RB  DT  NN  IN  DT  JJ  NN  CC  NN  VBZ  VBN  PRP  VB,1
9273,I have entered for a chance to #WIN Topsy and Tim Christmas Eve DVD @AbbeyKids @reimerandruby #giveaway #competition https://t.co/bnV4rKSt1p,PRP  VBP  VBN  IN  DT  NN  IN  $  NNP  NNP  CC  NNP  NNP  NNP  NNP  NNPS  RB  $  JJ  NN  NN  CD,1
9274,"Win a G.SKILL Gaming Keyboard, headset and mouse from @NCIXdotCOM ! https://t.co/LrFDAU7rjI","VB  DT  NNP  NNP  NNP  ,  NN  CC  VB  IN  NNP  .  NNP",0
9275,Lately me and Delicia been down with the dumb shit!,RB  PRP  CC  NNP  VBN  RB  IN  DT  JJ  NN  .,1
9276,"Hey, I found this really awesome Etsy listing at https://t.co/CWoEln9VBD","UH  ,  PRP  VBD  DT  RB  JJ  NNP  VBG  IN  NNP",1
9277,@jimcramer Market waters smooth as glass mirror on big bull rally last wk.Like a cat and coon petting zoo today; no bulls r bears = no ratex,JJR  NN  NNS  VBP  IN  NN  NN  IN  JJ  NN  NN  JJ  NNP  .  IN  DT  NN  CC  NN  VBG  NNP  NN  :  DT  NNS  NN  NNS  NFP  DT  NN,0
9278,@DudefrumVA @HatfieldJason D only gave up 289 yards. #1 defense gives up 281.3. #2 gives up 283.2. And 3rd is 294.1. How is 289 a bad game ?,NNP  NNP  NNP  RB  VBD  RP  CD  NNS  .  $  CD  NN  VBZ  RP  CD  .  $  CD  VBZ  RP  CD  .  CC  NN  VBZ  CD  .  WRB  VBZ  CD  DT  JJ  NN  .,0
9279,Will you defeat them? The demons and all the non- believers _Ù÷Ó,MD  PRP  VB  PRP  .  DT  NNS  CC  PDT  DT  NN  NNS  NNP  :,1
9280,Insight services and industry solutions @ibminsight #ibminsight #ibmsystems https://t.co/SqFUKNX2Ou,NN  NNS  CC  NN  NNS  VBP  NN  JJ  NN  VBZ  XX,0
9281,Come see my fresh haircut @ReggiesBR for 50 cent shots and $3 pitchers,VB  VB  PRP$  JJ  NN  NNP  IN  CD  NN  NNS  CC  $  CD  NNS,0
9282,@SunnyDiamonds_ i was just thinking about that lol and how much are the tickets ?,VBZ  NNP  PRP  VBD  RB  VBG  IN  DT  NN  CC  WRB  JJ  VBP  DT  NNS  .,1
9283,"@Schrecksenmond That'd actually be rad, I mean I only know you from social media and stuff but you seem v nice tbh!","NFP  DT  MD  RB  VB  JJ  ,  PRP  VBP  PRP  RB  VBP  PRP  IN  JJ  NNS  CC  NN  CC  PRP  VBP  DT  JJ  NN  .",1
9284,"1 new follower in the last day and it is more than just stats, I use it for growing my account! Try it https://t.co/geyY2hkQDu","LS  JJ  NN  IN  DT  JJ  NN  CC  PRP  VBZ  JJR  IN  RB  NNS  ,  PRP  VBP  PRP  IN  VBG  PRP$  NN  .  VB  PRP  .",0
9285,@forevernailah I started shouting at her and crying and saying that their voices are like FRICKING Angels,``  PRP  VBD  VBG  IN  PRP  CC  VBG  CC  VBG  IN  PRP$  NNS  VBP  IN  NNP  NNPS,1
9286,@zero9thr3e where r u? Looking for my boyfriend and ur missing,NNP  WRB  NN  NN  .  VBG  IN  PRP$  NN  CC  NN  VBG,1
9287,It's been a month and I'm still not over this @ConorMaynard https://t.co/4aSSMYQeAK,PRP  VBZ  VBN  DT  NN  CC  PRP  VBP  RB  RB  IN  DT  NNP  NN,1
9288,"showed his abs! and, that just happened to be during the Danger era. &gt;___&lt; 
Emi: oh yeah.. you're right O_O""

O-&lt;-&lt;","VBD  PRP$  NNS  .  CC  ,  DT  RB  VBD  TO  VB  IN  DT  NNP  NN  .  CC  NNP  :  _SP  NNP  :  UH  UH  NFP  PRP  VBP  RB  NN  ''  _SP  NNP  :",0
9289,marry me and chill?,VB  PRP  CC  VB  .,0
9290,Still waiting for the day that'll wake up rich and looking pretty,RB  VBG  IN  DT  NN  WDT  MD  VB  RP  JJ  CC  VBG  JJ,1
9291,@lilithia that can change cuz I'm special and u want to c me,PRP  DT  MD  VB  IN  PRP  VBP  JJ  CC  PRP  VBP  TO  VB  PRP,1
9292,@Dan123Mc its not wrong or illegal to try and trace someone but you can't be hacking government databases to do it!,VB  PRP$  RB  JJ  CC  JJ  TO  VB  CC  VB  NN  CC  PRP  MD  RB  VB  VBG  NN  NNS  TO  VB  PRP  .,1
9293,I'm just a sweet girl that wants everyone to be friends and have fun.,PRP  VBP  RB  DT  JJ  NN  WDT  VBZ  NN  TO  VB  NNS  CC  VBP  NN  .,1
9294,Having the time of my life already and I've only been here a week #lovinglife #friends #fun #bestdecisionever,VBG  DT  NN  IN  PRP$  NN  RB  CC  PRP  VB  RB  VBN  RB  DT  NN  NN  NN  NN  VBZ  $  NN  NN  JJ,1
9295,I need a backwood some pussy and a plate of shrimp Alfredo is that to much?,PRP  VBP  DT  NN  DT  NN  CC  DT  NN  IN  NN  NNP  VBZ  IN  IN  JJ  .,0
9296,"Met one of my idols today @ the Savannah Film Festival and got an autograph :3
#lloydkaufman #SavannahFilmFestival https://t.co/o2CvJdGKdv",NNP  CD  IN  PRP$  NNS  NN  IN  DT  NNP  NNP  NNP  CC  VBD  DT  NN  .  _SP  NNP  NN  NN  NNP  NNP,1
9297,EU develops PERFORMANCE 3D printed food for elderly and patients with dysphagia https://t.co/U6DRhbMs9v #3dprintiÛ_ https://t.co/391vmXtivm,NNP  VBZ  NNP  VBD  VBN  NN  IN  JJ  CC  NNS  IN  NNP  NNP  $  NNP  NNP  NNP,0
9298,"theres been a lot of negativity in the chilli growers on Facebook and I wanted to try and do something positive, good karma, pay it forward","EX  VBZ  VBN  DT  NN  IN  NN  IN  DT  NNP  NNS  IN  NNP  CC  PRP  VBD  TO  VB  CC  VB  NN  JJ  ,  JJ  NNP  ,  VB  PRP  RB",0
9299,...and u can add 2 pair of shoes please. size 9.5 _Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â https://t.co/yGUK5qmNXM,NFP  CC  PRP  MD  VB  CD  NN  IN  NNS  UH  .  NN  CD  NNP  NN  NN,0
9300,"Well well. When alcohol and karaoke meet, you get not shame singers _Ù÷â_Ù÷â https://t.co/QqIRHhn1UF","UH  UH  .  WRB  NN  CC  NNP  NNP  ,  PRP  VBP  RB  NN  NNS  NNP  NNP  NNP",0
9301,A large scale weather event is a signal that triggers action. Precision and context matter - helping to determine where and how to act....,DT  JJ  NN  NN  NN  VBZ  DT  NN  WDT  VBZ  NN  .  NN  CC  NN  NN  HYPH  VBG  TO  VB  WRB  CC  WRB  TO  VB  .,1
9302,"Bouncer???????""@MbesTommy: As a ""bouncer"", had to tackle a customer who was being nuisance. And I woke up and joined the argument.""","NN  :  IN  DT  ``  NN  ''  ,  VBD  TO  VB  DT  NN  WP  VBD  VBG  JJ  .  CC  PRP  VBD  RP  CC  VBD  DT  NN  .  ''",0
9303,I keep expecting traveller to pick up and become something amazing but it really falls kinda short :\,PRP  VBP  VBG  NN  TO  VB  RP  CC  VB  NN  JJ  CC  PRP  RB  VBZ  RB  RB  :  .,1
9304,I gave myself a haircut and I fucked myself up whyyyy_Ù÷__Ù÷â,PRP  VBD  PRP  DT  NN  CC  PRP  VBD  PRP  RP  WP,1
9305,GLENN IS NOT DEAD OMG IM CRYING THAT WAS NICHOLAS'S BLOOD AND HOLY MOLY IM SO HAPPY IM SOBBING #TheWalkingDead,NN  VBZ  RB  JJ  NN  NNP  VBD  WDT  VBD  NNP  POS  NNP  CC  NNP  NNP  NNP  RB  JJ  NNP  VBG  NN  NN,1
9306,"@1000kindsofrain @ipgd @s3thene Well, you know, parents should use parental controls and people should properly categorize their porn.","VB  .  NNP  UH  ,  PRP  VBP  ,  NNS  MD  VB  JJ  NNS  CC  NNS  MD  RB  VB  PRP$  NN  .",1
9307,Discovered it in England. It's how they eat fish and chips.  Never went back to ketchup. https://t.co/tYIf6bZmX2,VBD  PRP  IN  NNP  .  PRP  VBZ  WRB  PRP  VBP  NN  CC  NNS  .  _SP  RB  VBD  RB  IN  NNP  .  NNP,0
9308,"""I'm shang tsung, mixed with Kool g rap, pun and every rapper Task1ne bit his raps from"" lmfaooooo","``  PRP  VBP  NNP  NNP  ,  VBN  IN  NNP  NNP  NN  ,  NN  CC  DT  NN  NNP  VBD  PRP$  NNS  IN  ``  NNP",0
9309,@siansant willo and sant _Ù÷__Ù÷_,``  NN  CC  JJ  NNP  NNP  NNP,1
9310,"someone just shared that ""stop praying for my grandpa! hes too strong!"" post and said ""this is what would happen if prayer worked""",NN  RB  VBD  IN  ``  VB  VBG  IN  PRP$  NN  .  PRP  VBZ  RB  JJ  .  ''  NN  CC  VBD  ``  DT  VBZ  WP  MD  VB  IN  NN  VBD  '',1
9311,"Boys playing golf on xbox which means I get to starfish in bed, put 1000 candles on and watch MIC ÏÎ","NNS  VBG  NN  IN  NNP  WDT  VBZ  PRP  VBP  TO  VB  IN  NN  ,  VBD  CD  NNS  IN  CC  VB  NNP  RB",1
9312,Do you ever go on YouTube to watch a music video and then 3 hours later you find yourself watching a tutorial on how to talk to giraffes?,VBP  PRP  RB  VB  IN  NNP  TO  VB  DT  NN  NN  CC  RB  CD  NNS  RB  PRP  VBP  PRP  VBG  DT  NN  IN  WRB  TO  VB  IN  NNS  .,1
9313,@onedirection i am so so thankful and greatful to you..you are the best #thanksonedirection,XX  PRP  VBP  RB  RB  JJ  CC  JJ  IN  PRP  NFP  PRP  VBP  DT  JJS  NN  NN,0
9314,They been in the South London press and on the news I know about my town the genuine people and those who are fake hustling,PRP  VBD  IN  DT  NNP  NNP  NN  CC  IN  DT  NN  PRP  VBP  IN  PRP$  NN  DT  JJ  NNS  CC  DT  WP  VBP  JJ  NN,1
9315,I have trust issues and Let's say I don't Belive me in me so sorry if I just annoy you,PRP  VBP  NN  NNS  CC  VB  PRP  VB  PRP  VBP  RB  VB  PRP  IN  PRP  RB  JJ  IN  PRP  RB  VBP  PRP,1
9316,Karma is horrible. You treated me wrong and did me dirty. That shit gonna hit you back when you least expect it.,NNP  VBZ  JJ  .  PRP  VBD  PRP  JJ  CC  VBD  PRP  JJ  .  DT  NN  VBG  TO  VB  PRP  RB  WRB  PRP  VBP  VBP  PRP  .,1
9317,I'ma just stay at my house and never leave again lol,PRP  VBP  DT  RB  NN  IN  PRP$  NN  CC  RB  VB  RB  VBN,1
9318,"#thewalkingdead rick's hand I think , he was bitten and they gonna cut this hand ,don't worry, Rick can't die! But Glenn!","$  NN  NNP  POS  NN  PRP  VBP  ,  PRP  VBD  VBN  CC  PRP  VBP  TO  VB  DT  NN  ,  VBP  RB  VB  ,  NNP  MD  RB  VB  .  CC  NNP  .",1
9319,@Sam_Blazer I just watched the hockey episode for the first time and it was perfect.,NNP  PRP  RB  VBD  DT  NNP  NN  IN  DT  JJ  NN  CC  PRP  VBD  JJ  .,0
9320,"@butwemaystill he survived being tied to a chair in a room and a walker left in there with him, getting shot, pipe to the head, and more lol","XX  PRP  VBD  VBG  VBN  IN  DT  NN  IN  DT  NN  CC  DT  NN  VBN  RB  RB  IN  PRP  ,  VBG  NN  ,  NN  IN  DT  NN  ,  CC  JJR  JJ",1
9321,ONE MORE LOOK AND I FORGET EVERYTHING!,CD  JJR  NN  CC  PRP  NNP  NNP  .,1
9322,doing something and doing it right is a complete different story,VBG  NN  CC  VBG  PRP  RB  VBZ  DT  JJ  JJ  NN,0
9323,Cutting mfs off left and right _Ù÷ÎÏÜ_Ù_,VBG  NN  RP  RB  CC  JJ  NNP  NN  NNP,1
9324,Netflix coming soon= Buffer and chill,NNP  VBG  CD  NNP  CC  NN,0
9325,People ask to take pics of me and the same exact thing happens LOL like why didn't you just sneak a pic_Ù÷__Ù÷__Ù÷_ https://t.co/LLNgXMQ4hU,NNS  VBP  TO  VB  NNS  IN  PRP  CC  DT  JJ  JJ  NN  VBZ  NNP  UH  WRB  VBD  RB  PRP  RB  VB  DT  ADD  NNP  NNP,1
9326,why the FUCK is there sad lilo and stitch fanart on my dash?,WRB  DT  NNP  VBZ  EX  JJ  NN  CC  VB  NN  IN  PRP$  NN  .,1
9327,"What's it like to feel accomplished?
Being an extern for 5 weeks and being offered a job in your field. _ÙÔ_ÙÔ_",WP  VBZ  PRP  JJ  TO  VB  JJ  .  _SP  VBG  DT  JJ  IN  CD  NNS  CC  VBG  VBN  DT  NN  IN  PRP$  NN  .  NNP  NNP  NNP,1
9328,"if i ask someone what's my favorite movie everyone will answer ""frozen"" but in reality my all time fave movie is ""beauty and the beast"" _Ù_Ñ_Ù_÷_ÙÈ",IN  PRP  VBP  NN  WP  VBZ  PRP$  JJ  NN  NN  MD  VB  ``  JJ  ''  CC  IN  NN  PRP$  DT  NN  JJ  NN  VBZ  ``  NN  CC  DT  NN  ``  NNP  NNP,1
9329,2 people followed me and 2 people unfollowed me // automatically checked by https://t.co/1SRS3P0TZy,CD  NNS  VBD  PRP  CC  CD  NNS  VBD  PRP  NFP  RB  VBN  IN  NNP,1
9330,"""Not all girls are made of sugar and spice and everything nice. Some girls are made of sarcasm and wine..."" https://t.co/e47OMP9Yvl",``  RB  DT  NNS  VBP  VBN  IN  NN  CC  NN  CC  NN  JJ  .  DT  NNS  VBP  VBN  IN  NN  CC  NN  :  ''  JJ,1
9331,When you mad at bae and you hit him with the _ÙÝÜ emoji,WRB  PRP  JJ  IN  NN  CC  PRP  VBD  PRP  IN  DT  NNP  NNP  NNP,1
9332,@sueroupp I learned a lot from your review of my 10 pages.  I apply the lessons every day in my writing and editing.  Thank you.,NFP  PRP  VBD  DT  NN  IN  PRP$  NN  IN  PRP$  CD  NNS  .  _SP  PRP  VBP  DT  NNS  DT  NN  IN  PRP$  NN  CC  NN  .  _SP  VBP  PRP  .,1
9333,Hotel in Newcastle booked for November for me and Sarah,NNP  IN  NNP  VBD  IN  NNP  IN  PRP  CC  NNP,0
9334,Someone help me try and meet the boys in Sheffield,NN  VB  PRP  VB  CC  VB  DT  NNS  IN  NNP,0
9335,it's already 4:20 am and im still awake hooray!,PRP  VBZ  RB  CD  NN  CC  PRP  VBP  RB  JJ  NN  .,0
9336,"There are memorable people in your life, and there were in your past too.  Today's question helps you remember. https://t.co/JBxpVFwA1f","EX  VBP  JJ  NNS  IN  PRP$  NN  ,  CC  EX  VBD  IN  PRP$  NN  RB  .  _SP  NN  POS  NN  VBZ  PRP  VB  .  ADD",0
9337,That's how you can tell @iwi_kinimaka and I are related. We both blonde asf _Ù÷â,DT  VBZ  WRB  PRP  MD  VB  NNP  CC  PRP  VBP  VBN  .  PRP  CC  JJ  NN  NNP  ADD,1
9338,Castaway is currently my favorite from Sounds Good Feels Good. It's just so dynamic and complex. I love it _Ù÷Ý,NN  VBZ  RB  PRP$  JJ  IN  NNP  NNP  NNPS  JJ  .  PRP  VBZ  RB  RB  JJ  CC  JJ  .  PRP  VBP  PRP  NNP  XX,1
9339,*whines piteously* I know I'm gearing up for another sinus infection. I'm constantly congested and all I want is sleep. Doctor on Thursday.,NFP  NNS  RB  NFP  PRP  VBP  PRP  VBP  VBG  RP  IN  DT  NN  NN  .  PRP  VBP  RB  JJ  CC  DT  PRP  VBP  VBZ  NN  .  NN  IN  NNP  .,1
9340,Hi @Harry_Styles you are the spirit of my LIFE and you bring happiness into this world. I love you so much H. Mind following me? _ÙÕ÷_ÙÕÇ 3673,UH  NNP  PRP  VBP  DT  NN  IN  PRP$  NNP  CC  PRP  VBP  NN  IN  DT  NN  .  PRP  VBP  PRP  RB  JJ  NNP  NNP  VBG  PRP  .  NNP  NNP  CD,1
9341,"I'm 6""2 with a beard I cry over TV shows and what I'll still brick ya whole family",PRP  VBP  CD  IN  DT  NN  PRP  VBP  IN  NN  NNS  CC  WP  PRP  MD  RB  VB  PRP  JJ  NN,0
